customer_id;trans_date;tran_amount
CS3928;30-abr-12;66
CS4043;24-oct-11;84
CS5742;16-ago-11;53
CS3641;24-oct-11;84
CS3071;13-ago-12;51
CS3341;13-dic-12;73
CS4428;12-may-12;80
CS4074;23-jul-11;81
CS5650;14-jun-11;62
CS3100;9-may-14;87
CS3332;30-dic-14;81
CS5187;26-feb-12;48
CS5952;5-jun-11;99
CS1471;3-sep-11;58
CS5181;3-abr-12;96
CS1590;7-sep-14;63
CS3819;18-jun-14;36
CS2356;5-jun-13;47
CS2600;26-oct-12;92
CS2311;14-dic-13;38
CS1749;25-feb-13;64
CS1164;22-sep-11;70
CS5367;5-dic-11;70
CS4735;1-may-12;43
CS3475;21-feb-12;92
CS1255;20-dic-11;49
CS5709;6-jun-13;55
CS5467;21-may-11;67
CS3568;28-mar-14;83
CS4388;21-oct-13;67
CS3251;3-oct-11;47
CS1959;20-ago-13;96
CS1244;14-jul-11;46
CS4205;13-dic-12;44
CS1201;20-ene-14;98
CS1316;21-may-11;53
CS4694;21-jul-12;103
CS5703;2-mar-12;63
CS1562;6-jun-12;47
CS3501;14-ago-11;83
CS1233;10-jun-12;93
CS5919;5-mar-13;55
CS6092;27-ene-14;45
CS4782;24-abr-13;84
CS1523;24-nov-13;100
CS5465;25-sep-12;75
CS4716;4-jul-11;37
CS5275;4-nov-13;48
CS2652;25-ago-14;81
CS4237;2-feb-12;35
CS3911;29-jul-14;49
CS4371;25-ene-14;62
CS3165;20-mar-14;62
CS3293;14-jun-12;68
CS4653;14-feb-13;44
CS3431;10-sep-11;44
CS5415;10-dic-13;95
CS2843;27-may-12;68
CS2729;15-oct-11;54
CS4975;6-nov-14;53
CS5207;20-dic-11;57
CS3782;4-jul-13;46
CS5186;23-oct-12;45
CS4368;19-jul-14;40
CS2269;5-dic-13;36
CS5532;27-dic-14;45
CS3355;24-abr-14;43
CS1551;8-ene-12;98
CS4103;19-jun-14;98
CS5464;7-nov-14;58
CS4086;23-mar-13;43
CS3296;21-ene-12;42
CS4023;1-feb-14;83
CS2685;30-oct-13;96
CS3508;26-ene-12;90
CS1438;8-feb-15;94
CS1399;13-nov-12;45
CS2897;6-ago-13;81
CS3826;29-mar-14;98
CS1527;15-oct-14;104
CS3414;13-ene-12;93
CS2505;17-oct-12;96
CS5482;14-nov-13;68
CS4425;16-nov-13;68
CS1123;21-oct-13;46
CS1442;20-abr-14;89
CS3572;17-ene-14;63
CS5630;19-jun-13;68
CS5522;28-dic-12;79
CS5624;5-jul-11;56
CS3688;1-mar-15;36
CS3511;4-nov-12;86
CS4094;27-dic-12;99
CS3617;12-sep-12;62
CS5387;15-dic-13;77
CS2666;26-ago-11;75
CS1865;2-dic-14;93
CS3701;18-jul-11;76
CS2942;7-jul-12;52
CS5775;27-nov-12;77
CS4873;11-jul-11;54
CS5813;5-nov-12;61
CS3472;26-ago-11;57
CS2026;24-jun-12;64
CS4181;23-jul-12;49
CS3154;23-jun-12;37
CS1752;25-may-14;68
CS1634;15-ago-14;103
CS3454;23-jul-11;64
CS2678;25-ago-11;43
CS2743;1-oct-12;92
CS5171;10-mar-15;53
CS3807;17-jun-12;98
CS5310;9-mar-15;52
CS1629;24-sep-14;53
CS1900;14-sep-13;41
CS2255;24-abr-14;83
CS1708;28-ago-14;95
CS3607;26-jun-11;73
CS2013;20-nov-14;54
CS2900;8-nov-11;102
CS3336;12-ago-12;53
CS2018;2-sep-12;68
CS4938;9-may-14;86
CS3408;23-jul-14;35
CS2998;8-feb-13;47
CS6034;4-ene-13;71
CS5522;5-oct-14;82
CS3807;2-ene-14;41
CS1824;31-oct-11;59
CS4067;1-oct-13;90
CS5909;23-abr-14;44
CS3476;13-oct-13;64
CS5157;11-may-13;96
CS2390;24-may-12;78
CS4022;20-nov-12;93
CS5444;3-nov-13;72
CS4612;11-jun-11;42
CS3729;11-sep-13;43
CS2427;15-mar-15;89
CS2551;18-jun-14;80
CS3741;20-mar-12;102
CS5779;13-may-13;93
CS1219;29-jul-12;39
CS3847;29-ene-13;69
CS5992;18-mar-13;71
CS4807;22-dic-14;61
CS2065;13-may-14;38
CS1803;18-may-14;87
CS4706;31-jul-14;78
CS5643;23-jul-13;66
CS3477;17-nov-12;55
CS3108;18-feb-12;46
CS2474;22-ago-14;83
CS4630;26-jul-14;68
CS5779;3-sep-13;83
CS2736;13-nov-14;73
CS2287;15-dic-11;76
CS5546;4-jun-11;62
CS1267;30-ago-11;52
CS5311;4-mar-12;53
CS2214;24-sep-11;64
CS3469;18-jul-13;90
CS3029;10-sep-12;55
CS1759;1-ago-12;90
CS3190;13-ago-12;55
CS4375;25-may-11;41
CS3105;24-ago-12;48
CS5520;6-sep-12;58
CS2275;14-feb-15;44
CS2250;22-sep-13;42
CS3346;9-feb-13;102
CS3978;20-nov-12;79
CS1825;6-jun-13;101
CS2534;11-oct-12;104
CS2382;26-feb-12;91
CS5000;25-dic-14;69
CS3013;13-mar-12;61
CS3205;25-jun-13;100
CS4498;12-oct-14;46
CS1463;8-nov-14;68
CS5444;31-dic-11;41
CS3571;8-oct-11;83
CS2546;21-may-14;65
CS2789;4-mar-13;36
CS5971;22-dic-11;72
CS1855;4-ene-12;43
CS5860;27-ago-11;44
CS1595;6-may-12;57
CS4125;4-may-12;103
CS5751;3-abr-14;75
CS2793;31-ago-13;69
CS5618;1-dic-12;41
CS1614;27-oct-12;51
CS4564;13-may-14;56
CS1357;21-jun-14;57
CS5050;18-jul-12;76
CS1143;3-oct-11;99
CS4065;7-ago-12;39
CS2277;10-mar-13;54
CS5730;27-sep-13;82
CS4193;18-ago-14;59
CS2401;10-abr-13;38
CS2682;8-sep-11;83
CS4692;28-nov-13;72
CS1811;13-abr-13;53
CS2748;13-jun-12;74
CS2881;13-may-13;69
CS2317;2-mar-12;69
CS1145;8-jul-14;88
CS5807;3-abr-13;91
CS2736;1-nov-11;94
CS1781;10-dic-12;86
CS4993;12-oct-12;50
CS2988;12-abr-13;67
CS2860;22-jun-11;104
CS4117;3-ene-15;58
CS4637;26-sep-12;81
CS1402;23-ene-13;97
CS1297;7-nov-11;44
CS3504;12-jun-13;71
CS2787;11-mar-14;63
CS5640;19-nov-13;48
CS3889;25-mar-12;96
CS3213;14-jul-11;68
CS3933;13-oct-12;68
CS3159;16-abr-12;97
CS4951;14-oct-11;56
CS1436;28-dic-13;105
CS3822;8-dic-12;65
CS4021;31-oct-12;85
CS3114;1-jul-14;36
CS5115;20-ene-15;50
CS5811;5-jul-11;55
CS2406;11-oct-12;58
CS4485;28-dic-13;40
CS4982;23-feb-14;75
CS5097;3-feb-13;39
CS5374;13-dic-14;59
CS3676;29-ago-12;58
CS4396;22-ene-12;61
CS2243;12-ago-14;76
CS1659;8-jun-13;39
CS2142;5-ago-13;85
CS1639;24-abr-14;75
CS1467;26-may-13;44
CS4550;30-may-11;103
CS2597;30-mar-12;79
CS6068;19-jun-13;49
CS4000;5-jul-12;63
CS1335;8-abr-12;88
CS1914;13-jun-14;88
CS4400;12-mar-12;68
CS4187;4-nov-13;90
CS6029;26-may-12;90
CS1656;24-ene-15;102
CS1921;23-feb-12;83
CS2153;8-jun-12;99
CS1378;27-mar-12;85
CS2480;19-oct-11;35
CS4181;31-ene-14;79
CS5021;16-dic-11;75
CS3548;19-oct-12;105
CS4158;14-oct-14;96
CS3041;1-may-13;59
CS4244;27-jul-11;96
CS2399;3-sep-14;41
CS3039;25-dic-11;70
CS3812;1-ene-14;50
CS2210;28-ago-12;87
CS1170;26-mar-13;44
CS5859;5-nov-11;78
CS2258;12-oct-13;41
CS4869;11-oct-13;41
CS1530;20-oct-12;84
CS5678;11-ene-12;77
CS2186;2-ene-15;54
CS3442;17-jun-14;50
CS4786;15-sep-11;91
CS5976;26-oct-11;62
CS5095;26-ene-15;69
CS1635;28-jun-13;68
CS1967;25-abr-13;55
CS4116;6-ago-11;59
CS5711;25-jun-14;63
CS4875;18-nov-12;99
CS2748;4-jun-11;100
CS5525;27-sep-13;83
CS5424;4-jun-13;80
CS1954;24-feb-13;46
CS3203;13-oct-11;65
CS5845;25-jun-12;45
CS4362;6-mar-13;35
CS1338;2-may-14;89
CS4847;2-ago-12;59
CS6055;18-mar-12;73
CS5779;20-sep-13;44
CS3470;15-dic-12;47
CS2328;5-may-13;56
CS4563;28-sep-14;62
CS3059;7-jun-14;45
CS5212;25-ago-12;98
CS3755;20-jul-12;56
CS1537;6-dic-11;37
CS3234;9-nov-12;56
CS3084;19-may-14;86
CS2207;26-jun-14;81
CS1217;1-nov-12;46
CS3821;28-sep-12;55
CS3918;28-dic-11;75
CS5287;20-sep-11;35
CS2363;1-jun-13;41
CS5894;29-ene-14;100
CS2127;5-nov-11;63
CS5633;19-nov-13;58
CS5291;22-may-11;36
CS4198;15-jun-14;61
CS5891;31-jul-13;86
CS2209;6-may-13;63
CS5160;8-ago-11;94
CS5813;22-abr-13;87
CS4375;17-feb-15;48
CS1356;26-dic-14;66
CS2947;31-ago-13;88
CS2275;5-may-12;92
CS4172;1-feb-13;84
CS2470;26-may-13;79
CS1424;13-oct-11;70
CS6056;25-feb-14;78
CS1862;18-dic-11;38
CS3904;17-mar-12;66
CS4179;17-may-12;35
CS4096;24-dic-11;102
CS5350;29-may-13;51
CS4731;7-abr-13;52
CS4972;10-abr-14;45
CS5166;24-jul-11;64
CS1836;5-jun-13;88
CS5010;29-jun-11;73
CS2712;4-jun-12;42
CS4276;23-ago-13;65
CS1238;17-jul-14;65
CS4064;26-mar-13;66
CS4804;2-feb-15;61
CS1455;10-jul-12;97
CS1363;26-oct-11;54
CS2167;14-sep-11;90
CS5519;24-sep-12;105
CS2526;6-may-13;50
CS6017;11-ago-11;85
CS1222;12-dic-11;37
CS1708;5-ago-14;95
CS1286;21-jun-14;76
CS1881;8-mar-13;71
CS5635;3-oct-13;48
CS4952;27-jun-11;74
CS1836;17-sep-13;92
CS2327;9-ene-13;87
CS1443;12-mar-13;98
CS3026;10-feb-15;55
CS5508;4-dic-12;41
CS1783;6-jun-11;81
CS1292;16-mar-14;84
CS2563;15-mar-15;41
CS1203;29-ago-12;99
CS3880;1-feb-12;44
CS3523;1-sep-13;56
CS3016;29-nov-12;74
CS5277;30-ago-14;37
CS3705;28-ago-13;93
CS2027;26-feb-13;52
CS1788;1-sep-11;53
CS2984;24-ene-15;43
CS5851;13-jul-11;58
CS1723;30-abr-13;105
CS4146;7-abr-13;74
CS2946;5-mar-15;57
CS1836;19-ago-12;81
CS4333;17-sep-11;92
CS1855;10-feb-14;85
CS3759;31-dic-12;63
CS4161;9-sep-14;73
CS5203;21-feb-12;46
CS5708;8-abr-14;64
CS5475;28-nov-12;55
CS6091;16-ene-14;48
CS2274;31-jul-11;45
CS3509;22-feb-12;104
CS3251;31-may-11;60
CS4224;22-jul-13;46
CS3261;23-jun-11;44
CS4584;22-oct-13;64
CS2777;8-jun-12;102
CS2977;10-mar-12;72
CS3786;9-feb-12;91
CS1162;25-may-12;99
CS4179;19-dic-14;92
CS5248;26-dic-11;59
CS3341;17-may-14;75
CS3124;5-dic-13;89
CS5009;22-may-13;92
CS2741;31-may-13;44
CS5054;22-abr-12;60
CS1257;2-nov-13;75
CS1969;20-jun-12;73
CS1210;3-dic-12;77
CS1996;6-sep-12;81
CS2741;17-dic-14;54
CS3594;10-ene-15;71
CS1357;12-sep-12;78
CS2787;23-dic-11;86
CS2814;21-feb-15;39
CS2375;3-jun-14;39
CS4166;28-feb-12;57
CS3868;11-jun-13;39
CS2432;21-abr-14;58
CS4264;10-nov-11;100
CS2725;14-oct-11;73
CS5100;29-oct-12;62
CS3117;6-feb-12;53
CS4463;2-jul-13;38
CS5567;21-abr-13;84
CS2556;20-ene-14;38
CS3117;17-dic-13;77
CS4613;3-dic-14;62
CS1139;10-sep-12;45
CS4249;15-jun-13;35
CS3784;4-feb-12;101
CS1508;10-nov-14;102
CS5870;24-ago-12;72
CS2186;7-nov-14;59
CS3334;13-jun-13;60
CS2170;22-jun-12;103
CS4415;15-sep-12;79
CS1192;19-jun-11;105
CS2707;22-oct-14;67
CS2691;21-jun-13;48
CS1367;23-oct-11;48
CS4048;27-oct-12;63
CS3161;29-jul-14;74
CS5104;18-ago-14;60
CS1638;19-ago-12;91
CS3637;11-feb-14;54
CS4263;9-dic-11;95
CS3571;28-may-13;65
CS5268;4-may-12;76
CS4925;6-ene-12;93
CS1858;21-ago-12;91
CS4010;5-mar-15;85
CS3018;30-sep-12;46
CS6081;12-sep-12;90
CS2179;4-oct-11;79
CS1544;24-dic-14;49
CS6093;25-feb-13;74
CS2914;6-mar-13;41
CS1581;3-may-12;82
CS5432;11-jun-13;51
CS2784;12-abr-13;44
CS3532;17-nov-11;45
CS5783;4-jul-14;91
CS3277;24-jul-12;94
CS3754;31-oct-12;67
CS2872;24-dic-14;84
CS5260;10-mar-15;73
CS4658;4-ago-11;91
CS2889;13-may-14;84
CS1425;1-abr-13;36
CS3817;7-jun-11;51
CS2832;26-may-13;91
CS5097;26-dic-11;35
CS4438;26-feb-13;63
CS2610;14-may-14;104
CS2743;28-feb-13;64
CS4287;28-sep-13;91
CS1986;1-abr-14;100
CS4066;6-mar-12;59
CS1679;22-jul-12;71
CS3002;12-dic-11;53
CS2476;19-mar-12;61
CS5932;7-may-12;78
CS2866;24-oct-11;68
CS4722;8-abr-14;101
CS4875;4-oct-12;96
CS3833;10-abr-13;41
CS5936;31-may-12;50
CS2276;28-mar-13;100
CS4698;26-jun-11;100
CS5513;25-may-13;95
CS5185;17-may-11;56
CS4410;7-sep-12;98
CS2191;10-ago-13;60
CS4048;6-jun-11;83
CS1964;27-dic-14;37
CS3657;19-ago-14;41
CS6009;23-feb-12;46
CS4199;15-oct-14;46
CS4697;25-nov-12;55
CS4905;7-abr-13;40
CS3675;9-sep-14;65
CS2236;19-ene-13;36
CS2545;1-mar-13;40
CS3561;26-dic-14;71
CS2316;12-ene-15;61
CS4278;20-ago-13;62
CS5616;25-may-14;36
CS3990;9-sep-13;71
CS1996;13-feb-13;91
CS1133;1-abr-12;61
CS5141;3-dic-11;71
CS2138;29-may-11;91
CS1227;14-ene-15;76
CS5434;12-ago-13;103
CS2534;22-dic-12;95
CS1439;30-abr-12;97
CS5802;12-mar-15;102
CS1244;21-ago-13;81
CS4603;14-ago-14;41
CS5783;18-may-13;49
CS5606;4-sep-11;42
CS1166;28-ene-12;75
CS5154;20-ene-14;48
CS3374;26-ago-14;50
CS4650;9-may-13;67
CS4676;12-jun-14;61
CS1602;31-ene-14;36
CS1358;28-nov-14;39
CS5495;24-oct-12;98
CS2992;17-ago-14;50
CS5710;1-nov-13;65
CS4566;15-sep-14;98
CS3006;22-jul-13;76
CS1513;27-sep-14;70
CS1851;8-abr-13;39
CS1786;24-jun-13;52
CS2854;28-oct-12;54
CS1819;30-jul-13;90
CS4362;29-jun-12;58
CS2602;27-feb-14;70
CS1161;8-nov-12;55
CS4654;10-dic-11;73
CS5369;25-dic-14;89
CS3564;24-abr-13;76
CS4599;31-oct-12;55
CS5338;5-ene-12;95
CS2414;21-feb-14;103
CS3338;24-ene-14;58
CS5976;28-may-13;49
CS2712;4-jul-13;78
CS3066;16-oct-11;82
CS4502;5-mar-12;83
CS4723;18-sep-11;105
CS4837;4-ago-13;60
CS4998;31-ago-12;52
CS2043;5-ene-14;93
CS2330;18-dic-11;103
CS5150;13-sep-14;86
CS4663;15-ene-13;38
CS5627;13-jun-14;35
CS4665;27-jun-14;61
CS5941;19-jul-13;47
CS3290;27-oct-11;103
CS5354;29-may-13;47
CS1160;29-oct-14;39
CS3436;19-dic-13;79
CS2386;27-dic-13;96
CS1848;8-mar-13;91
CS5813;29-sep-11;91
CS3899;21-mar-13;69
CS5501;25-oct-11;79
CS2885;5-ago-11;38
CS4967;1-sep-14;49
CS5755;6-jul-14;51
CS3258;30-oct-14;84
CS3565;19-feb-15;91
CS5529;24-jul-11;92
CS2998;14-abr-12;91
CS2360;27-oct-11;53
CS1386;8-jun-12;36
CS4984;30-oct-11;50
CS2998;1-ago-14;89
CS1955;4-oct-12;61
CS5187;3-nov-12;62
CS3253;2-abr-12;35
CS5282;15-feb-12;50
CS2467;3-feb-15;43
CS1256;27-sep-13;71
CS4039;3-nov-11;103
CS6023;12-mar-12;65
CS1956;25-may-13;72
CS1549;19-feb-15;81
CS4389;2-may-13;63
CS5661;1-may-14;41
CS2777;4-jun-14;71
CS1712;18-jul-11;82
CS2419;29-may-12;100
CS2912;13-mar-14;40
CS4005;12-jul-13;55
CS1906;3-jun-12;101
CS5407;26-oct-14;42
CS5951;28-oct-12;67
CS5914;20-sep-11;95
CS3020;2-oct-11;100
CS1273;21-feb-13;57
CS1200;1-mar-14;82
CS1754;20-may-11;86
CS5306;30-mar-13;49
CS2714;21-dic-14;53
CS4415;26-ene-14;36
CS5203;31-oct-12;64
CS1740;31-jul-11;69
CS1736;13-mar-13;97
CS5921;7-may-13;84
CS4521;24-jul-14;99
CS5603;10-oct-13;93
CS3356;29-sep-14;56
CS4656;20-jun-14;51
CS1348;11-ene-13;41
CS2424;14-feb-15;85
CS3214;14-feb-14;69
CS1723;14-oct-12;101
CS1755;19-dic-13;94
CS5082;16-ene-12;93
CS2286;19-jul-11;66
CS6000;15-sep-14;75
CS5782;24-abr-14;50
CS1421;26-nov-13;98
CS3622;3-mar-15;101
CS2824;19-may-12;60
CS2292;3-nov-14;64
CS3244;8-ago-14;102
CS1914;18-abr-13;43
CS4955;29-ago-14;62
CS5322;22-ene-15;50
CS5878;30-jun-12;70
CS2831;19-ene-12;37
CS5054;29-oct-12;78
CS3630;1-abr-12;44
CS1783;17-oct-13;75
CS5820;3-feb-14;37
CS2747;20-feb-13;94
CS5101;23-jul-11;49
CS4673;9-sep-13;62
CS1236;7-ene-12;105
CS3055;22-sep-14;76
CS2417;20-feb-14;64
CS2906;15-ago-13;80
CS4912;20-may-11;69
CS2496;1-sep-11;37
CS3713;21-feb-12;61
CS1874;2-may-12;78
CS4798;4-jul-14;94
CS3684;4-ene-12;49
CS2205;12-sep-12;92
CS2415;10-ene-12;97
CS1766;9-mar-14;37
CS5330;4-feb-14;39
CS4656;7-jul-12;86
CS1280;9-jul-13;104
CS2495;9-nov-14;39
CS2781;17-ene-15;62
CS5413;18-ago-12;60
CS1772;22-ene-15;90
CS2909;27-sep-13;79
CS4210;6-jul-14;47
CS3325;28-jul-12;105
CS6068;8-nov-12;56
CS3577;11-oct-12;66
CS4885;22-may-11;36
CS2851;26-ago-12;85
CS5201;14-feb-15;53
CS2738;9-ago-13;41
CS1717;26-ene-15;38
CS3614;2-sep-13;45
CS2513;3-ene-14;65
CS5665;4-jul-13;58
CS5367;8-oct-12;101
CS1879;19-sep-11;82
CS3760;29-abr-14;65
CS4876;4-mar-14;84
CS3161;30-abr-14;45
CS5543;6-ago-13;101
CS5990;30-sep-14;100
CS5901;3-dic-13;71
CS5497;9-dic-12;52
CS2888;2-feb-12;91
CS2189;6-abr-14;47
CS2754;9-sep-13;102
CS4596;5-oct-13;38
CS5349;31-ago-11;41
CS5609;19-abr-13;99
CS5866;24-jul-12;97
CS2249;24-sep-14;51
CS3836;14-may-13;70
CS1742;5-ene-15;53
CS1560;1-ene-14;83
CS3588;15-jun-13;85
CS3643;15-sep-11;69
CS5251;26-ene-14;44
CS2746;17-feb-14;48
CS4727;19-nov-14;64
CS4360;16-mar-13;104
CS4057;20-nov-12;78
CS4008;13-oct-14;92
CS2164;16-jun-11;79
CS6046;17-ago-11;75
CS2425;27-may-12;81
CS5248;11-dic-14;77
CS5420;12-feb-14;53
CS1954;11-mar-15;105
CS6041;11-mar-12;70
CS5405;7-dic-12;76
CS1383;20-may-12;41
CS4981;16-feb-12;72
CS5029;24-nov-14;38
CS3485;26-may-12;85
CS2459;16-nov-13;54
CS4773;30-ene-14;86
CS4491;16-ago-14;104
CS1250;13-jun-14;78
CS2430;16-mar-14;53
CS2404;18-ago-13;85
CS2434;21-sep-12;75
CS1581;7-oct-11;54
CS2138;11-oct-11;81
CS4073;7-dic-11;57
CS5328;2-jul-12;59
CS4988;28-ago-13;85
CS4209;3-jun-14;81
CS2499;18-feb-13;54
CS4649;13-mar-12;57
CS3730;10-ago-13;38
CS5974;2-dic-14;72
CS5492;7-sep-12;53
CS2622;29-jul-14;79
CS4817;10-jul-12;87
CS4725;8-sep-14;39
CS1951;15-dic-11;40
CS1444;20-oct-12;37
CS3457;13-sep-11;74
CS1752;2-jun-12;99
CS2927;27-mar-12;70
CS3088;2-may-12;77
CS6004;4-abr-13;80
CS5827;23-jun-11;37
CS3715;4-feb-14;47
CS3045;11-jul-13;85
CS1776;9-dic-13;93
CS1803;27-jul-14;86
CS3063;21-oct-11;87
CS1183;31-ene-14;67
CS2235;5-ago-11;57
CS2127;8-nov-14;102
CS2038;22-ene-12;89
CS1787;13-jun-14;100
CS3037;20-nov-14;81
CS5558;20-feb-12;40
CS2772;28-feb-13;99
CS3903;20-ago-11;36
CS2078;15-feb-14;102
CS2676;17-mar-12;75
CS3829;13-jun-12;53
CS3529;19-oct-14;50
CS2898;1-jun-13;87
CS2386;20-sep-12;100
CS4333;13-jul-13;39
CS2834;17-feb-15;80
CS1583;9-oct-12;105
CS3393;25-ago-14;44
CS3590;4-ene-15;51
CS5240;12-nov-11;37
CS4352;16-abr-13;103
CS4997;25-ago-12;50
CS4081;31-oct-13;90
CS5308;23-jul-13;37
CS5310;27-may-14;56
CS5290;19-may-11;50
CS4894;18-feb-12;61
CS4103;2-oct-11;95
CS2116;12-feb-15;71
CS4628;26-ene-12;54
CS4236;31-ene-12;98
CS3775;17-mar-13;96
CS3046;20-nov-13;78
CS3824;11-ene-12;53
CS5291;3-abr-14;40
CS3034;13-nov-13;36
CS3903;25-ago-13;99
CS2971;1-jun-11;57
CS3645;21-mar-13;61
CS3239;11-dic-13;67
CS3662;4-feb-15;74
CS3691;2-abr-14;76
CS1185;2-mar-12;104
CS3481;17-sep-12;44
CS3615;11-jul-13;75
CS6057;8-may-12;44
CS2326;17-ago-11;63
CS4777;22-oct-13;40
CS5672;5-ene-14;77
CS4475;8-feb-14;54
CS3507;16-dic-11;53
CS5807;26-abr-12;100
CS2342;15-may-14;62
CS3308;4-ene-12;72
CS4496;18-sep-12;58
CS4203;11-feb-12;84
CS3347;29-sep-13;103
CS5237;29-ago-14;57
CS1751;29-dic-12;62
CS1665;14-jun-14;86
CS5331;3-jun-13;98
CS3438;28-ago-14;73
CS4576;29-sep-14;103
CS5672;26-ago-11;47
CS3376;12-sep-14;41
CS5373;14-jun-12;98
CS4860;25-jul-13;59
CS4022;29-may-13;66
CS1547;13-mar-12;104
CS2039;10-may-12;89
CS5876;21-may-12;70
CS4572;23-sep-13;43
CS1997;11-ene-13;57
CS3518;9-dic-12;57
CS3984;17-mar-14;51
CS5732;12-oct-14;48
CS4496;21-jun-14;47
CS5921;2-nov-13;88
CS3776;30-sep-11;74
CS3239;20-ene-14;46
CS4398;25-abr-13;98
CS6021;25-jun-14;36
CS2801;30-ago-13;42
CS3408;27-jun-11;62
CS5782;7-nov-13;85
CS3013;29-ene-12;43
CS5060;23-feb-14;83
CS3970;10-oct-13;41
CS5871;19-oct-11;39
CS1717;22-ago-12;42
CS6054;4-jun-14;88
CS5454;16-ago-11;99
CS2514;7-feb-14;94
CS3013;7-jul-14;76
CS4846;14-nov-12;48
CS3066;8-jul-13;80
CS1455;23-dic-11;42
CS4013;4-oct-11;93
CS4551;9-nov-14;65
CS1876;31-oct-11;81
CS1283;3-jul-13;73
CS5121;8-feb-15;69
CS4999;27-jun-12;66
CS5131;23-jul-12;44
CS4381;24-jun-13;72
CS4209;14-ago-13;80
CS5399;4-nov-11;63
CS4832;24-jul-11;48
CS2826;6-mar-12;73
CS5381;4-jun-12;75
CS2863;26-jul-12;88
CS2685;23-ene-12;86
CS2665;9-ene-15;82
CS5717;11-may-13;77
CS4793;10-oct-11;75
CS5146;13-ene-14;54
CS2302;1-may-13;48
CS4027;16-jun-11;37
CS5617;10-dic-13;66
CS2560;1-jul-12;70
CS4519;28-oct-11;101
CS5510;2-jun-12;100
CS4758;18-ene-14;79
CS5945;6-dic-14;88
CS2661;30-ago-13;81
CS1468;8-feb-15;58
CS1185;23-nov-12;57
CS3433;19-feb-15;91
CS4216;20-may-14;81
CS3372;26-ago-11;42
CS4971;2-ago-14;56
CS2528;21-oct-12;82
CS4897;31-ene-12;69
CS5649;30-dic-13;39
CS5190;31-ene-15;69
CS1299;1-jul-14;80
CS2622;20-may-11;35
CS1676;6-jul-13;95
CS1310;2-nov-11;53
CS5656;16-nov-12;74
CS4758;23-abr-13;62
CS3140;11-nov-12;56
CS4460;21-abr-13;55
CS3839;8-abr-14;90
CS1612;21-abr-13;66
CS4149;2-jun-11;51
CS3865;19-ene-14;98
CS4621;2-abr-13;95
CS6012;22-dic-13;43
CS1984;19-feb-13;38
CS2983;10-sep-14;36
CS5843;11-ago-13;104
CS4678;3-jul-12;37
CS2149;31-oct-11;76
CS3203;26-nov-14;87
CS3235;21-sep-14;55
CS1324;19-ago-14;40
CS2389;14-jun-11;74
CS3950;31-may-13;97
CS4691;8-ago-12;65
CS5473;28-jul-13;49
CS1712;14-mar-12;86
CS1594;25-dic-14;99
CS5725;12-oct-12;39
CS4271;23-sep-14;50
CS1418;26-jul-14;90
CS1599;17-abr-14;36
CS2544;26-mar-14;83
CS3418;17-dic-13;45
CS3548;11-ago-14;55
CS5847;5-mar-13;38
CS6097;3-may-14;37
CS2523;22-jul-12;90
CS3192;23-jul-13;84
CS1569;10-mar-13;102
CS2688;13-nov-11;35
CS3394;9-abr-14;105
CS5396;13-may-12;76
CS5988;2-oct-11;60
CS5406;30-ago-12;63
CS2600;5-feb-13;83
CS4445;5-ago-13;90
CS2146;6-mar-14;54
CS4339;10-mar-15;52
CS1302;9-feb-12;77
CS1474;7-ago-11;73
CS1652;6-jul-12;74
CS4083;16-mar-12;100
CS5472;24-nov-11;49
CS3232;12-dic-11;72
CS6067;31-jul-12;65
CS1330;20-jul-13;97
CS2138;7-nov-14;68
CS2920;29-jul-12;84
CS4504;7-feb-12;53
CS5275;31-ene-12;83
CS5398;3-ene-12;84
CS5087;21-jul-12;55
CS3420;13-oct-14;76
CS3400;15-feb-14;48
CS1828;8-may-13;53
CS3151;2-nov-11;39
CS1564;21-dic-14;77
CS3207;3-abr-14;59
CS1275;28-may-13;76
CS4836;26-jun-11;59
CS3823;22-oct-13;47
CS3930;28-mar-13;71
CS1377;21-dic-13;98
CS3082;18-abr-12;61
CS1420;4-ago-12;60
CS3218;16-oct-11;47
CS3954;31-ene-12;49
CS3450;24-jun-11;70
CS5477;2-mar-15;78
CS2791;14-ene-15;55
CS3264;4-may-14;97
CS3363;1-ago-14;85
CS2038;6-nov-14;52
CS3191;27-ene-12;47
CS1206;30-ago-11;67
CS6100;17-may-12;97
CS2108;26-jul-13;50
CS5564;28-jul-11;82
CS3969;10-sep-12;75
CS5015;16-dic-13;86
CS4944;24-ago-14;104
CS4329;15-mar-12;83
CS3501;7-jul-11;42
CS1894;9-jul-11;98
CS3893;8-oct-12;64
CS2862;26-nov-11;73
CS2163;1-feb-14;40
CS4598;2-ago-13;83
CS4660;7-jul-11;86
CS5257;8-ago-14;47
CS4661;26-oct-11;59
CS1829;12-jun-13;57
CS4182;9-may-13;56
CS1912;10-dic-13;81
CS4371;18-jun-11;61
CS2600;26-jul-14;48
CS2489;14-oct-13;57
CS2328;19-sep-12;58
CS2188;4-feb-12;51
CS2613;13-abr-13;77
CS3014;15-jun-13;94
CS5653;21-oct-13;58
CS3283;10-sep-14;40
CS2992;23-dic-11;87
CS2300;26-feb-14;46
CS1817;30-dic-13;92
CS5334;20-dic-13;38
CS3377;8-dic-11;98
CS1246;10-jul-13;95
